                      (*)   mesure a 300k
                      (**)  isomere le plus stable
                      (***) enthalpie inconnue
87 88 h       h       h2                             5.00e-17  0.5      0.00   0 !
  -                   -
  -                   - cosmic-ray direct processes
  -                   -
jan11 c       cn+     cn      c+                     1.10E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c       co+     co      c+                     1.10E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c       n2+     n2      c+                     1.10E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c+      c2h4    c2h4+   c                      1.70E-11   .00      .00   4 !    10 41000 -  udfa06 Ref 8309
jan11 c+      hco     hco+    c                      4.80E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 c+      no      no+     c                      5.20E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8008
jan11 c+      h2co    h2co+   c                      7.80E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7803
jan11 c       o2+     o2      c+                     5.20E-11   .00      .00   4 !    10 41000 -  udfa06 Ref
aou19 c+      s       s+      c                      1.07E-10   .00  1066.00   4 !    50 50000 -  Fit Chenel et al. (2010) and private communication
jan11 c+      h2s     h2s+    c                      6.00E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7601
jan11 c+      c2s     c2s+    c                      5.00E-10  -.50      .00   4 !    10   300 -  udfa06 Ref MH90
jan11 c+      so      so+     c                      2.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 c+      c4h2    c4h2+   c                      1.31E-09   .00      .00   4 !    10   300 -  udfa06 Ref 8645
jan11 c+      fe      fe+     c                      2.60E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c+      ocs     ocs+    c                      4.00E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7803
jan11 ch      n+      n       ch+                    3.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch      o+      o       ch+                    3.50E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch      nh2+    nh2     ch+                    3.50E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch      oh+     oh      ch+                    3.50E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch+     nh3     nh3+    ch                     4.59E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7707
jan11 ch      h2o+    h2o     ch+                    3.40E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch      cn+     cn      ch+                    6.40E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch      co+     co      ch+                    3.20E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch      n2+     n2      ch+                    6.30E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch+     hco     hco+    ch                     4.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch+     no      no+     ch                     7.60E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8008
jan11 ch      h2co+   h2co    ch+                    3.10E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch      o2+     o2      ch+                    3.10E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch+     s       s+      ch                     4.70E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch+     fe      fe+     ch                     2.60E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 n+      ch2     ch2+    n                      1.00E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 n+      nh      nh+     n                      3.70E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 n+      nh2     nh2+    n                      1.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 n+      oh      oh+     n                      3.70E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 n+      nh3     nh3+    n                      1.97E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 n+      h2o     h2o+    n                      2.80E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 n+      c2      c2+     n                      1.00E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 n+      c2h     c2h+    n                      9.50E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 n+      cn      cn+     n                      1.10E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 n+      hcn     hcn+    n                      3.70E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 9015
jan11 n+      co      co+     n                      8.25E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8009
jan11 n       n2+     n2      n+                     1.00E-11   .00      .00   4 !    10 41000 -  udfa06 Ref 6804
jan11 n+      hco     hco+    n                      4.50E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 n+      no      no+     n                      4.51E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 n+      h2co    h2co+   n                      1.88E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 n+      o2      o2+     n                      3.11E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 n+      ch3oh   ch3oh+  n                      1.24E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 n+      co2     co2+    n                      7.50E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 n+      fe      fe+     n                      1.50E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 n+      ocs     ocs+    n                      1.02E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 ch2     o+      o       ch2+                   9.70E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch2     nh2+    nh2     ch2+                   4.90E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch2     oh+     oh      ch2+                   4.80E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch2     h2o+    h2o     ch2+                   4.70E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
cha13 ch2     c2+     h       c3h+                   1.82E-09  0.00     0.00   4 !
cha13 ch2     c2+     h2      c3+                    0.84E-09  0.00     0.00   4 !
cha13 ch2     c2+     c+      c2h2                   0.14E-09  0.00     0.00   4 !
cha13 ch2     c2+     c2      ch2+                   1.00e-30  0.00     0.00   4 !
jan11 ch2     cn+     cn      ch2+                   8.80E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch2     co+     co      ch2+                   4.30E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch2     n2+     n2      ch2+                   8.70E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch2+    no      no+     ch2                    4.20E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8008
jan11 ch2     h2co+   h2co    ch2+                   4.30E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch2     o2+     o2      ch2+                   4.30E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh      o+      o       nh+                    3.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh+     nh3     nh3+    nh                     1.80E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 nh+     h2o     h2o+    nh                     1.05E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 nh      cn+     cn      nh+                    6.50E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh      co+     co      nh+                    3.20E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh      n2+     n2      nh+                    6.50E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh+     no      no+     nh                     7.12E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 nh+     h2co    h2co+   nh                     9.90E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 nh+     o2      o2+     nh                     4.51E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 nh+     s       s+      nh                     6.90E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch3+    c2h3    c2h3+   ch3                    3.00E-10  -.50      .00   4 !    10   300 -  udfa06 Ref HL89
jan11 ch3+    hco     hco+    ch3                    4.40E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 ch3+    no      no+     ch3                    1.00E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 8008
jan11 ch3+    fe      fe+     ch3                    2.40E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 o+      nh2     nh2+    o                      1.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 o+      ch4     ch4+    o                      8.90E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 o+      oh      oh+     o                      3.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 o+      nh3     nh3+    o                      1.20E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 o+      h2o     h2o+    o                      3.20E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 o+      c2      c2+     o                      4.80E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 o+      c2h     c2h+    o                      4.60E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 o       cn+     cn      o+                     6.50E-11   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 o+      c2h2    c2h2+   o                      3.90E-11   .00      .00   4 !    10   300 -  udfa06 Ref 9205
jan11 o       co+     co      o+                     1.40E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7201
jan11 o+      co      co+     o                      4.90E-12   .50  4580.00   4 !  2000 10000 -  udfa06 Ref PD89
jan11 o       n2+     n2      o+                     1.00E-11   .00      .00   4 !    10 41000 -  udfa06 Ref 7418
jan11 o+      hco     hco+    o                      4.30E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 o+      h2co    h2co+   o                      2.10E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 o+      o2      o2+     o                      1.90E-11   .00      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 o+      ch3oh   ch3oh+  o                      4.75E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 o+      h2s     h2s+    o                      1.36E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 o       co2+    co2     o+                     9.62E-11   .00      .00   4 !    10 41000 -  udfa06 Ref 7004
jan11 o+      fe      fe+     o                      2.90E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 o+      ocs     ocs+    o                      6.50E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 o+      so2     so2+    o                      2.04E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 9205
jan11 nh2     oh+     oh      nh2+                   5.00E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh2+    nh3     nh3+    nh2                    6.90E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 nh2     h2o+    h2o     nh2+                   4.90E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh2     c2+     c2      nh2+                   4.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh2     cn+     cn      nh2+                   9.10E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh2     co+     co      nh2+                   4.50E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh2     n2+     n2      nh2+                   8.90E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh2+    hco     hco+    nh2                    4.30E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh2+    no      no+     nh2                    7.00E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 nh2     o2+     o2      nh2+                   8.70E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh2+    s       s+      nh2                    4.40E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh2+    h2s     h2s+    nh2                    7.20E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 ch4+    nh3     nh3+    ch4                    1.65E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7707
jan11 ch4     co+     co      ch4+                   7.93E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7805
jan11 ch4+    c2h4    c2h4+   ch4                    1.38E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 7712
jan11 ch4+    h2co    h2co+   ch4                    1.62E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7803
jan11 ch4+    o2      o2+     ch4                    3.90E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 9399
jan11 ch4+    ch3oh   ch3oh+  ch4                    1.80E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7803
jan11 ch4+    h2s     h2s+    ch4                    9.45E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7803
jan11 ch4     co2+    co2     ch4+                   5.50E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8203
jan11 ch4+    ocs     ocs+    ch4                    4.20E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7803
jan11 oh+     nh3     nh3+    oh                     1.20E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7709
jan11 oh+     h2o     h2o+    oh                     1.59E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7304
jan11 oh+     c2      c2+     oh                     4.80E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 oh+     c2h     c2h+    oh                     4.50E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 oh      cn+     cn      oh+                    6.40E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 oh      co+     co      oh+                    3.10E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 oh      n2+     n2      oh+                    6.30E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 oh+     hco     hco+    oh                     2.80E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 oh+     no      no+     oh                     3.59E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8104
jan11 oh+     h2co    h2co+   oh                     7.44E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7806
jan11 oh+     o2      o2+     oh                     5.90E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8104
jan11 oh+     s       s+      oh                     4.30E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 oh+     h2s     h2s+    oh                     1.23E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8104
jan11 nh3     h2o+    h2o     nh3+                   2.21E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7709
jan11 nh3     c2h2+   c2h2    nh3+                   2.14E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 9399
jan11 nh3     hcn+    hcn     nh3+                   1.68E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8101
jan11 nh3     co+     co      nh3+                   2.02E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8001
jan11 nh3     n2+     n2      nh3+                   1.90E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 nh3     c2h4+   c2h4    nh3+                   1.80E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 9235
jan11 nh3+    hco     hco+    nh3                    4.20E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 nh3+    no      no+     nh3                    7.20E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 nh3     h2co+   h2co    nh3+                   4.25E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7805
jan11 nh3     o2+     o2      nh3+                   2.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 nh3     s+      s       nh3+                   1.44E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7507
jan11 nh3     sh+     sh      nh3+                   5.25E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8110
jan11 nh3     h2s+    h2s     nh3+                   3.40E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8110
jan11 nh3     co2+    co2     nh3+                   1.90E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8203
jan11 nh3+    fe      fe+     nh3                    2.30E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2o+    c2      c2+     h2o                    4.70E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2o+    c2h     c2h+    h2o                    4.40E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2o+    c2h2    c2h2+   h2o                    1.90E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 8030
jan11 h2o     co+     co      h2o+                   1.72E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8001
